Car Name,Company,Year of Manufacture,Distance Driven,Fuel Type,Transmission Type,EMI,Price
Mahindra Scorpio,Mahindra,2017,"21,133 km",Diesel,Manual,"EMI ₹18,612/m*",₹8.56 lakh
Renault Kwid,Renault,2020,"1,12,390 km",Petrol,Manual,"EMI ₹5,672/m*",₹2.55 lakh
Tata NEXON,Tata,2022,"22,590 km",Petrol,Auto,"EMI ₹13,451/m*",₹7.62 lakh
Nissan Terrano,Nissan,2016,"1,54,769 km",Diesel,Manual,"EMI ₹5,267/m*",₹2.00 lakh
Honda City,Honda,2015,"1,31,443 km",Diesel,Manual,"EMI ₹9,333/m*",₹2.81 lakh
Tata NEXON,Tata,2021,"38,153 km",Petrol,Manual,"EMI ₹11,439/m*",₹6.48 lakh
Hyundai Elite i20,Hyundai,2015,"1,74,134 km",Diesel,Manual,"EMI ₹12,123/m*",₹3.65 lakh
Maruti Swift,Maruti,2024,"4,119 km",Petrol,Manual,"EMI ₹13,081/m*",₹7.41 lakh
Hyundai i20,Hyundai,2011,"1,20,559 km",Petrol,Manual,"EMI ₹13,081/m*",₹0.97 lakh
Maruti Baleno,Maruti,2016,"42,389 km",Petrol,Auto,"EMI ₹9,632/m*",₹4.33 lakh
Skoda Rapid,Skoda,2017,"2,18,146 km",Diesel,Manual,"EMI ₹10,166/m*",₹4.57 lakh
Hyundai Eon,Hyundai,2015,"73,606 km",Petrol,Manual,"EMI ₹3,186/m*",₹1.21 lakh
Maruti Alto K10,Maruti,2011,"70,366 km",Petrol,Manual,"EMI ₹3,186/m*",₹1.55 lakh
Maruti Alto 800,Maruti,2016,"68,458 km",Petrol,Manual,"EMI ₹4,916/m*",₹2.21 lakh
Ford Ecosport,Ford,2015,"1,71,693 km",Diesel,Manual,"EMI ₹8,005/m*",₹2.41 lakh
Mahindra XUV500,Mahindra,2015,"1,16,714 km",Diesel,Manual,"EMI ₹16,209/m*",₹4.88 lakh
Mahindra Scorpio,Mahindra,2010,"2,05,000 km",Diesel,Manual,"EMI ₹16,209/m*",₹1.82 lakh
Toyota Etios,Toyota,2011,"1,20,392 km",Petrol,Manual,"EMI ₹16,209/m*",₹1.23 lakh
Hyundai Xcent,Hyundai,2014,"1,17,357 km",Petrol,Manual,"EMI ₹9,898/m*",₹2.98 lakh
Hyundai i10,Hyundai,2011,"98,084 km",Petrol,Manual,"EMI ₹9,898/m*",₹1.20 lakh
Ford Figo,Ford,2012,"1,41,805 km",Diesel,Manual,"EMI ₹9,898/m*",₹0.74 lakh
Hyundai i10,Hyundai,2013,"1,16,355 km",Petrol,Manual,"EMI ₹7,061/m*",₹1.50 lakh
