Car Name,Company,Year of Manufacture,Distance Driven,Fuel Type,Transmission Type,EMI,Price,Car Age,City
Honda City,Honda,2016,73026,Petrol,Manual,9371,421000,10,Mumbai
Tata Tiago,Tata,2018,36810,Petrol,Auto,6867,389000,8,Mumbai
Volkswagen Vento,Volkswagen,2013,121685,Diesel,Manual,25855,291000,13,Mumbai
KIA SELTOS,KIA,2020,90284,Petrol,Auto,16592,969000,6,Mumbai
Tata Tiago,Tata,2016,74675,Petrol,Manual,6206,279000,10,Mumbai
Maruti Ertiga,Maruti,2013,33718,Petrol,Manual,18265,388000,13,Mumbai
MG HECTOR,MG,2020,38957,Petrol,Auto,18218,1064000,6,Mumbai
Jeep Compass,Jeep,2021,81469,Petrol,Manual,15599,911000,5,Mumbai
KIA SELTOS,KIA,2019,50671,Petrol,Manual,16438,960000,7,Mumbai
MG HECTOR,MG,2020,77127,Diesel,Manual,19252,1124000,6,Mumbai
Ford New Figo,Ford,2015,86735,Petrol,Manual,5766,219000,11,Mumbai
Honda BR-V,Honda,2018,36796,Petrol,Manual,9947,563000,8,Mumbai
Maruti Baleno,Maruti,2020,78662,Diesel,Manual,9637,546000,6,Mumbai
Volkswagen Vento,Volkswagen,2016,102598,Petrol,Manual,8970,403000,10,Mumbai
Hyundai Tucson,Hyundai,2017,51413,Petrol,Auto,18347,964000,9,Mumbai
Ford New Figo,Ford,2017,47608,Petrol,Manual,5072,259000,9,Mumbai
Maruti XL6,Maruti,2019,56222,Petrol,Auto,11983,679000,7,Mumbai
Maruti IGNIS,Maruti,2018,36361,Petrol,Auto,6996,396000,8,Mumbai
Toyota YARIS,Toyota,2020,48693,Petrol,Manual,11740,665000,6,Mumbai
Jeep Compass,Jeep,2017,42838,Petrol,Auto,15227,800000,9,Mumbai
KIA SELTOS,KIA,2019,20994,Petrol,Manual,15108,882000,7,Mumbai
Hyundai ALCAZAR,Hyundai,2021,46736,Diesel,Manual,23663,1382000,5,Mumbai
Maruti S Cross,Maruti,2017,68717,Diesel,Manual,11346,509999,9,Mumbai
Datsun Go,Datsun,2018,48466,Petrol,Manual,3019,171000,8,Mumbai
Mahindra TUV300,Mahindra,2017,108528,Diesel,Manual,8008,360000,9,Mumbai
Hyundai Eon,Hyundai,2012,14879,Petrol,Manual,11639,131000,14,Mumbai
